name,race,gender,first_appearance,first_appearance_year,game_count,game_names,description_preview,auto_flag,flag_reason,keep_suggested,keep,tier
Branli,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Branli is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Brocco,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Brocco is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Bucket Mouse,,,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,Bucket Mouse is a character in Link's Awakening. ,TRUE,no_race; minimal_description,review,review,
Calisa,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Calisa is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Canni,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Canni is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Caprice,,,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Caprice is a character in The Minish Cap. ,TRUE,no_race; minimal_description,review,review,
Cara,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Cara is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Celessa,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Celessa is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Charlo,Hylian,Male,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Charlo is a character in Twilight Princess. ,TRUE,minimal_description,review,review,
Chef,,Male,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,The Chef is a character in Freshly-Picked Tingle's Rosy Rupeeland. ,TRUE,no_race,review,review,
Chef Bear,Bear,Female,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,Chef Bear is a character in Link's Awakening. ,TRUE,minimal_description,review,review,
Child,,,Zelda II: The Adventure of Link,1987,1,Zelda II: The Adventure of Link,The Child is a kid who gets kidnapped in The Adventure of Link. ,TRUE,no_race,review,review,
Chio,Korok,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Chio is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Chork,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Chork is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Christine,,Female,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,Christine is a character in Link's Awakening. ,TRUE,no_race; minimal_description,review,review,
Chuckles,Human,Male,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,Chuckles is a character in Freshly-Picked Tingle's Rosy Rupeeland. ,FALSE,,review,review,
CiaoCiao,Chain Chomp,Female,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,CiaoCiao is a character in Link's Awakening. ,TRUE,minimal_description,review,review,
Ciela,Fairy,Female,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Ciela is Link's Fairy companion in Phantom Hourglass. ,FALSE,,review,review,
Clavia,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Clavia is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Cobble Knights,,,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,The Cobble Knights are characters in Phantom Hourglass. ,TRUE,no_race,review,review,
Colin,Human,Male,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Colin is a character in Twilight Princess. ,TRUE,minimal_description,review,review,
Coro,Human,Male,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Coro is a character in Twilight Princess. ,TRUE,minimal_description,review,review,
Cree,Rito,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Cree is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Crenel Hermit,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,The Crenel Hermit is a character in The Minish Cap.  ,FALSE,,review,review,
Crone,,Female,Link: The Faces of Evil,1993,1,Link: The Faces of Evil,The Crone is a character in The Faces of Evil. ,TRUE,no_race; minimal_description,review,review,
Cursed Fairy,Great Fairy,Female,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,The Cursed Fairy is a character in A Link to the Past. ,FALSE,,review,review,
Dah Kaso,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dah Kaso is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Daily Riches Owner,Human,Male,The Legend of Zelda: Tri Force Heroes,2015,1,The Legend of Zelda: Tri Force Heroes,The Daily Riches Owner is a character in Tri Force Heroes. ,FALSE,,review,review,
Dalia,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dalia is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Dampa,,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Dampa is a character in The Wind Waker. ,TRUE,no_race; minimal_description,review,review,
Dancing Couple,Hylians,Male & Female,The Legend of Zelda: Ocarina of Time,1998,1,The Legend of Zelda: Ocarina of Time,Dancing Couple are a pair characters in Ocarina of Time. ,FALSE,,review,review,
Danton,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Danton is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Dantz,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dantz is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Daphnes Nohansen Hyrule,Hylian,Male,Hyrule Warriors,2014,1,Hyrule Warriors,"Daphnes Nohansen Hyrule, also known as King Daphnes, is a recurring character in The Legend of Zelda series. ",FALSE,,review,review,
Darbus,Goron,Male,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Darbus is a character in Twilight Princess. ,TRUE,minimal_description,review,review,
Dark World Shopkeeper,,,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,Dark World Shopkeepers are characters in A Link to the Past. ,TRUE,no_race,review,review,
Darmani III,Goron,Male,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,"Darmani III, also known as Darmani the Third, is a character in Majora's Mask. ",FALSE,,review,review,
Darton,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Darton is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Daruk,Goron,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Daruk is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Dave,,Male,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,Dave is a character that appears in Freshly-Picked Tingle's Rosy Rupeeland. ,TRUE,no_race,review,review,
Daz,Korok,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Daz is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Death Mountain Trail Gatekeeper,Hylian,Male,The Legend of Zelda: Ocarina of Time,1998,1,The Legend of Zelda: Ocarina of Time,The Death Mountain Trail Gatekeeper is the Soldier at the gate to the Death Mountain Trail in Ocarina of Time. ,FALSE,,review,review,
Deku Butler,Deku Scrub,Male,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,The Deku Butler is a character in Majora's Mask. ,TRUE,minimal_description,review,review,
Deku King,Deku Scrub,Male,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,The Deku King is a character in Majora's Mask. ,TRUE,minimal_description,review,review,
Deku Tree Sprout,Deku Tree,,The Legend of Zelda: Ocarina of Time,1998,1,The Legend of Zelda: Ocarina of Time,The Deku Tree Sprout is a recurring character in The Legend of Zelda series. ,FALSE,,review,review,
Deltan,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Deltan is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Derby Boy,Hylian,Male,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,The Derby Boy is a character from A Link Between Worlds. ,FALSE,,review,review,
Derby Girl,Hylian,Female,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,The Derby Girl is a character from A Link Between Worlds. ,FALSE,,review,review,
Devilish Girl,Demon,Female,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,The Devilish Girl is a character in A Link Between Worlds. ,FALSE,,review,review,
Dillie,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dillie is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Dinraal,,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dinraal is a Dragon in Breath of the Wild. ,TRUE,no_race; minimal_description,review,review,
Dobo,Anouki,Unknown,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Dobo is a character from Phantom Hourglass. ,TRUE,minimal_description,review,review,
Doc Bandam,Hylian,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Doc Bandam is a character in The Wind Waker. ,TRUE,minimal_description,review,review,
Domidak,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Domidak is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Dorian,Sheikah,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dorian is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Dorill,Goron,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dorill is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Doudo,,Male,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Doudo is a character in Phantom Hourglass. ,TRUE,no_race; minimal_description,review,review,
Douma,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Douma is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Doylan,Cobble,Male,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Doylan is a character in Phantom Hourglass. ,TRUE,minimal_description,review,review,
Drak,Goron,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Drak is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Droolik,,Male,Link: The Faces of Evil,1993,1,Link: The Faces of Evil,Droolik is a character in The Faces of Evil.  ,TRUE,no_race; minimal_description,review,review,
Dugby,Goron,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dugby is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Duke Onkled,Hylian,Male,Zelda: The Wand of Gamelon,1993,1,Zelda: The Wand of Gamelon,Duke Onkled  is a character in The Wand of Gamelon. ,FALSE,,review,review,
Duko,,Female,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,Duko is a character in Freshly-Picked Tingle's Rosy Rupeeland. ,TRUE,no_race,review,review,
Dungeon Bro,Hylian,Male,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,The Dungeon Bros. are a pair of characters in A Link Between Worlds. ,FALSE,,review,review,
Dunma,Zora,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Dunma is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Eenie,Hylian,,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Eenie is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Eighth Heroine,,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,The Eighth Heroine is a character in Breath of the Wild. ,TRUE,no_race,review,review,
Elma,Korok,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Elma is a character in The Wind Waker. ,TRUE,minimal_description,review,review,
Elsie,Cow,Female,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Elsie is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Ember,,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Ember is a character in Breath of the Wild. ,TRUE,no_race; minimal_description,review,review,
Embry,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Embry is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Emri,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Emri is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Eryck,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Eryck is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Estan,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Estan is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Evan,Zora,Male,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,Evan is a character in Majora's Mask. ,TRUE,minimal_description,review,review,
Falmark,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Falmark is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Fifi,,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Fifi is a character in The Minish Cap. He is Stockwell's pet Canine. ,TRUE,no_race,review,review,
Flash,,,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,Flash is a character in Oracle of Seasons. ,TRUE,no_race; minimal_description,review,review,
Flavi,Gerudo,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Flavi is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Flaxel,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Flaxel is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Flurris,,,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Flurris is a character in The Minish Cap. ,TRUE,no_race; minimal_description,review,review,
Flying Cucco,Cucco,,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,Flying Cucco is a character in Oracle of Seasons. ,FALSE,,review,review,
Flying Rooster,,Male,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,The Flying Rooster is a character in Link's Awakening. ,TRUE,no_race,review,review,
